student_id,name,age,gender,is_smoker,weekday_sleep_time,weekday_wake_time,weekend_sleep_time,weekend_wake_time,goes_home_on_weekend,late_night_return_frequency,drinking_frequency,noise_sensitivity,call_frequency,snores,prefers_same_major,major_name,cleaning_frequency,personality_extroversion,weight_lifestyle_rhythm,weight_noise,weight_major,weight_cleaning,weight_age,weight_personality,is_matched,matched_room_id,created_at,updated_at
25000006,윤민준,27,male,True,03,11,,,True,4,6,4,6,1,True,국제학부 영어데이터융합전공,5,0,49,98,81,72,71,28,False,,,
25000007,최지후,24,male,True,01,08,,,True,5,6,1,2,1,True,자유전공학부,7,0,86,23,8,82,3,66,False,,,
23000002,오유나,20,female,False,02,08,03,07,False,5,4,1,3,0,False,국제학부 일어일문학전공,1,1,28,31,43,57,23,48,False,,,
24000004,김하윤,27,female,False,01,07,01,11,False,6,0,1,2,0,False,국제학부 중국통상학전공,1,0,29,70,46,9,83,70,False,,,
18000007,박지우,20,female,False,22,06,01,07,False,5,2,5,1,1,False,국제학부 영어데이터융합전공,3,0,44,58,55,81,30,38,False,,,
21000004,이지우,21,female,False,02,06,23,06,False,4,6,5,6,0,False,역사학과,7,1,47,16,37,78,3,7,False,,,
23000003,윤채원,26,female,False,02,06,23,08,False,4,3,5,3,1,True,자유전공학부,7,0,74,65,75,81,84,44,False,,,
22000004,이서윤,22,female,False,03,10,,,True,6,1,5,5,1,False,교육학과,6,1,78,0,73,26,77,31,False,,,
25000008,김예린,27,female,True,02,11,,,True,7,1,5,1,1,True,자유전공학부,3,0,19,81,77,27,46,32,False,,,
17000001,박도윤,26,male,True,00,09,23,10,False,7,2,3,5,0,False,국어국문학과,2,1,34,40,54,93,79,81,False,,,
19000004,조지우,21,female,True,00,10,01,07,False,4,5,5,5,0,True,국제학부 영어데이터융합전공,4,1,53,12,38,69,61,40,False,,,
25000009,김예린,22,female,True,00,11,02,08,False,1,5,3,6,0,True,국제학부 일어일문학전공,3,0,21,20,81,94,37,30,False,,,
24000005,안채원,26,female,False,03,11,22,06,False,6,7,1,4,1,True,역사학과,6,0,27,42,65,68,9,38,False,,,
17000002,문수아,26,female,False,23,08,01,07,False,0,7,5,5,1,False,교육학과,5,0,63,70,31,45,30,78,False,,,
17000003,권민서,22,female,False,03,11,,,True,3,1,5,3,0,False,국제학부 중국통상학전공,2,1,26,35,43,83,80,35,False,,,
17000004,이다은,23,female,True,00,06,,,True,3,5,5,5,0,False,국제학부 영어데이터융합전공,5,0,22,31,93,14,5,54,False,,,
20000005,윤유나,22,female,True,02,06,03,10,False,5,1,3,3,0,True,국제학부 영어데이터융합전공,2,0,75,56,17,41,12,36,False,,,
19000005,이승민,20,male,False,23,10,,,True,2,1,5,5,1,True,국제학부 중국통상학전공,2,1,29,84,44,52,58,48,False,,,
21000005,황승현,22,male,False,02,11,,,True,6,2,2,2,0,False,국제학부 일어일문학전공,4,0,42,62,25,25,16,89,False,,,
17000005,김하윤,28,female,False,03,07,23,07,False,2,2,4,7,0,True,교육학과,1,0,70,15,84,92,99,71,False,,,
20000006,손소윤,28,female,False,03,11,22,11,False,4,3,4,1,0,True,교육학과,2,1,50,35,88,18,99,64,False,,,
22000005,김시윤,26,male,False,00,06,00,08,False,1,2,1,2,1,True,국제학부 중국통상학전공,2,1,70,67,78,53,66,77,False,,,
22000006,진준우,22,male,True,01,06,01,07,False,7,5,2,5,1,True,국어국문학과,1,0,2,100,28,45,5,33,False,,,
21000006,김유준,27,male,False,22,11,,,True,6,5,1,7,1,True,국제학부 영어데이터융합전공,1,0,3,88,92,98,30,84,False,,,
20000007,이예은,24,female,False,03,08,,,True,2,0,4,2,1,True,국제학부 일어일문학전공,3,0,59,36,79,92,83,100,False,,,
22000007,김서연,25,female,False,03,07,03,11,False,3,3,2,2,1,True,교육학과,1,0,73,6,72,74,79,82,False,,,
17000006,김지훈,26,male,False,22,10,23,06,False,5,6,4,5,0,True,국제학부 일어일문학전공,6,0,8,88,33,43,34,41,False,,,
22000008,윤대현,22,male,False,01,10,23,11,False,3,0,4,4,0,True,교육학과,4,0,42,87,16,40,41,79,False,,,
21000007,박현우,24,male,False,03,07,01,09,False,4,6,4,2,1,False,국제학부 일어일문학전공,3,0,27,99,58,5,39,77,False,,,
22000009,이건우,21,male,False,03,08,,,True,5,6,1,4,0,False,국제학부 중국통상학전공,5,1,5,100,99,81,59,90,False,,,
21000008,김나연,22,female,False,00,06,22,06,False,4,1,4,7,0,False,국제학부 중국통상학전공,4,1,52,46,100,20,61,55,False,,,
23000004,이지후,27,male,True,02,06,,,True,7,6,5,1,0,True,국제학부 중국통상학전공,3,0,20,5,51,26,41,93,False,,,
17000007,윤준우,21,male,True,00,09,,,True,0,3,3,6,1,True,국제학부 영어데이터융합전공,4,0,60,16,81,73,81,4,False,,,
17000008,김지우,20,female,True,22,09,,,True,1,6,4,1,1,False,국어국문학과,1,1,52,79,91,78,40,32,False,,,
23000005,한나연,28,female,False,01,11,00,11,False,1,5,2,6,0,True,자유전공학부,6,1,12,21,55,41,96,48,False,,,
20000008,이서연,28,female,False,00,06,00,08,False,2,5,5,1,0,False,국제학부 일어일문학전공,1,1,50,22,6,73,3,96,False,,,
19000006,남은우,26,male,False,03,09,02,06,False,7,4,3,1,0,False,국제학부 중국통상학전공,6,1,18,42,24,33,1,87,False,,,
19000007,이은서,27,female,False,23,08,03,08,False,4,4,4,6,1,True,국제학부 중국통상학전공,7,1,84,40,82,21,16,95,False,,,
18000008,양서연,27,female,False,02,10,02,10,False,1,7,4,1,1,True,국제학부 중국통상학전공,6,0,82,92,13,93,6,43,False,,,
20000009,박유나,22,female,False,22,11,22,09,False,3,3,2,6,0,False,국어국문학과,2,0,51,52,4,2,99,15,False,,,
22000010,한승현,25,male,False,23,08,22,09,False,5,4,3,6,1,True,국제학부 영어데이터융합전공,4,0,65,83,28,61,90,11,False,,,
21000009,손민수,26,male,False,00,10,02,10,False,2,4,1,6,1,True,국제학부 영어데이터융합전공,6,1,30,16,18,87,69,36,False,,,
25000010,김도윤,25,male,False,22,06,,,True,1,2,1,4,1,False,국제학부 일어일문학전공,6,0,82,65,15,2,85,26,False,,,
22000011,지현우,28,male,True,23,06,22,11,False,4,4,1,6,1,True,교육학과,3,1,86,64,30,72,96,50,False,,,
21000010,박대현,24,male,False,00,06,01,08,False,1,4,5,4,1,False,국제학부 영어데이터융합전공,6,1,79,98,27,28,61,2,False,,,
23000006,김다은,21,female,False,23,10,00,10,False,5,1,3,3,0,False,국제학부 일어일문학전공,5,0,92,36,34,57,99,77,False,,,
21000011,이현우,25,male,True,23,07,01,06,False,4,6,3,7,0,True,국제학부 중국통상학전공,6,0,85,87,20,13,80,43,False,,,
25000011,송민준,28,male,False,02,06,,,True,7,0,4,7,0,True,국제학부 일어일문학전공,2,1,66,25,44,89,96,40,False,,,
21000012,이유나,20,female,False,23,07,23,08,False,6,2,2,3,1,True,자유전공학부,6,0,69,12,34,83,66,36,False,,,
23000007,최지민,25,female,True,03,09,03,06,False,1,6,5,4,1,False,역사학과,7,0,71,83,65,84,60,85,False,,,
21000013,김지후,25,male,False,23,11,00,06,False,1,4,4,1,1,False,자유전공학부,6,1,79,44,44,66,55,30,False,,,
18000009,최민수,20,male,False,03,10,23,09,False,1,5,2,6,1,False,교육학과,3,0,16,3,3,52,66,73,False,,,
19000008,김서준,28,male,False,00,06,02,08,False,1,3,5,4,1,False,국어국문학과,2,0,1,56,96,9,82,73,False,,,
23000008,장채원,25,female,False,01,09,01,07,False,7,5,1,6,1,False,국제학부 중국통상학전공,4,0,86,98,95,22,4,45,False,,,
21000014,송지우,22,female,False,23,10,03,10,False,4,5,1,3,0,False,국제학부 중국통상학전공,4,0,96,27,5,51,38,42,False,,,
22000012,최예은,21,female,False,01,06,23,08,False,1,5,4,6,0,True,국어국문학과,2,0,89,39,33,31,30,86,False,,,
24000006,김하준,20,male,True,01,11,23,11,False,4,6,1,6,1,True,국어국문학과,3,0,46,33,66,72,88,89,False,,,
21000015,김재윤,22,male,False,23,08,03,07,False,1,0,5,3,0,True,국어국문학과,7,1,80,52,98,31,58,80,False,,,
20000010,장민수,24,male,False,01,07,23,07,False,6,5,2,1,0,False,국제학부 중국통상학전공,4,1,19,69,50,59,37,92,False,,,
19000009,이예은,28,female,False,22,07,22,09,False,0,0,1,5,0,True,역사학과,7,0,40,64,17,28,6,63,False,,,
19000010,황준우,20,male,True,22,09,01,06,False,7,7,1,3,0,False,국제학부 영어데이터융합전공,1,1,77,94,14,45,52,35,False,,,
17000009,김윤서,28,female,True,23,10,02,08,False,7,5,5,5,0,True,교육학과,3,0,45,65,26,56,71,17,False,,,
22000013,이승민,21,male,False,00,08,00,09,False,7,4,5,7,1,True,국어국문학과,4,0,5,43,58,16,60,58,False,,,
23000009,이지우,26,female,False,22,06,23,09,False,0,1,1,6,0,False,국제학부 일어일문학전공,6,0,77,40,74,72,89,2,False,,,
25000012,오건우,27,male,False,03,11,22,07,False,6,1,3,5,0,False,역사학과,5,0,34,34,68,8,34,31,False,,,
22000014,김승민,27,male,False,00,08,00,08,False,5,7,5,7,0,True,자유전공학부,2,1,77,1,3,44,79,29,False,,,
24000007,박지훈,24,male,False,03,06,23,09,False,3,6,2,4,1,True,역사학과,6,1,39,81,10,87,46,80,False,,,
24000008,남시우,25,male,False,22,09,02,07,False,6,1,1,4,0,True,국제학부 중국통상학전공,7,0,51,42,98,26,4,76,False,,,
21000016,박채원,23,female,False,01,08,23,07,False,7,6,4,2,1,True,자유전공학부,7,0,54,48,41,47,12,3,False,,,
20000011,손시우,24,male,False,23,11,03,08,False,1,7,4,3,0,True,국어국문학과,3,1,11,68,73,82,77,81,False,,,
25000013,이서연,26,female,True,22,06,22,10,False,5,2,4,6,0,True,국어국문학과,2,0,9,35,24,52,78,64,False,,,
17000010,권승민,28,male,True,22,11,02,06,False,6,4,3,5,0,True,국제학부 영어데이터융합전공,6,0,20,58,45,22,89,34,False,,,
23000010,주예은,22,female,False,22,06,,,True,0,4,2,4,1,False,교육학과,6,0,53,70,96,51,62,11,False,,,
19000011,이윤서,23,female,True,23,06,03,08,False,5,7,3,7,0,True,국제학부 중국통상학전공,2,0,92,0,70,89,56,65,False,,,
22000015,김시우,22,male,False,02,06,03,08,False,1,1,4,5,0,False,국제학부 영어데이터융합전공,5,1,10,4,75,76,55,83,False,,,
18000010,김시윤,22,male,True,23,11,03,11,False,7,2,1,1,1,True,자유전공학부,7,1,4,46,24,7,36,37,False,,,
18000011,최민서,24,female,False,03,06,02,07,False,4,5,2,5,0,True,국제학부 일어일문학전공,5,1,61,56,40,57,1,99,False,,,
21000017,황민준,22,male,True,22,10,01,10,False,1,6,5,5,0,True,교육학과,4,0,79,19,62,33,7,34,False,,,
18000012,박은우,26,male,False,22,07,22,06,False,1,5,3,1,1,True,역사학과,6,0,22,51,29,51,13,96,False,,,
18000013,이하윤,23,female,True,03,08,01,10,False,4,4,1,4,1,False,역사학과,4,1,38,36,36,37,55,50,False,,,
19000012,강시윤,26,male,True,22,11,01,08,False,4,6,4,5,1,False,교육학과,4,0,95,90,18,52,56,73,False,,,
22000016,김승민,26,male,True,01,07,03,06,False,6,6,4,6,1,False,자유전공학부,3,1,19,82,54,8,71,0,False,,,
22000017,장민수,22,male,True,01,10,22,08,False,6,4,3,5,0,True,국어국문학과,2,0,91,89,92,72,48,55,False,,,
19000013,나예준,27,male,False,22,11,00,11,False,2,4,1,4,1,True,국제학부 중국통상학전공,4,0,1,79,52,31,100,35,False,,,
25000014,이은우,26,male,False,23,09,01,09,False,7,7,1,4,0,True,국제학부 일어일문학전공,7,0,63,84,3,46,56,90,False,,,
18000014,김유준,24,male,False,01,07,00,08,False,7,2,2,5,0,True,역사학과,3,1,45,75,45,49,23,86,False,,,
18000015,김지훈,28,male,True,23,09,,,True,2,2,1,6,1,False,국제학부 영어데이터융합전공,2,1,16,72,59,54,40,91,False,,,
24000009,이지후,27,male,False,03,07,22,09,False,7,6,3,2,1,False,국제학부 일어일문학전공,3,0,54,8,49,64,68,64,False,,,
25000015,장시우,28,male,False,01,06,22,06,False,7,2,5,5,0,True,교육학과,3,1,27,11,88,5,36,5,False,,,
19000014,안은우,26,male,False,01,10,00,08,False,6,5,5,1,0,True,역사학과,1,1,94,33,21,77,16,92,False,,,
24000010,이은서,25,female,False,03,11,03,11,False,5,1,1,4,1,False,교육학과,2,0,54,24,95,79,46,98,False,,,
20000012,강지민,26,female,False,03,06,,,True,7,6,4,1,1,True,국제학부 일어일문학전공,3,1,92,72,34,17,57,96,False,,,
21000018,장하윤,24,female,True,23,08,00,09,False,3,2,1,3,0,False,국제학부 일어일문학전공,4,0,92,5,98,87,49,21,False,,,
20000013,박시우,27,male,True,22,10,,,True,5,6,2,1,0,False,역사학과,1,0,6,86,42,76,57,77,False,,,
22000018,김은서,20,female,False,02,09,01,10,False,1,7,1,7,0,True,국제학부 영어데이터융합전공,3,0,31,34,89,73,30,32,False,,,
23000011,이수아,25,female,False,03,10,03,07,False,2,6,5,3,0,False,교육학과,2,0,56,66,8,12,96,25,False,,,
21000019,박건우,28,male,False,02,06,,,True,5,5,3,4,0,False,국어국문학과,7,1,70,78,10,74,1,76,False,,,
20000014,김예준,26,male,False,00,09,01,07,False,4,0,2,1,1,False,국제학부 영어데이터융합전공,3,0,57,58,82,99,28,18,False,,,
21000020,김서연,22,female,False,01,11,00,06,False,2,4,2,5,0,True,국제학부 영어데이터융합전공,5,0,42,75,5,87,38,36,False,,,
22000019,송서연,20,female,False,22,07,00,09,False,7,7,5,7,1,True,국제학부 중국통상학전공,4,0,15,63,52,35,87,75,False,,,
19000015,이은서,25,female,False,03,10,01,08,False,0,5,1,1,1,True,국제학부 영어데이터융합전공,4,0,91,87,3,66,55,9,False,,,
19000016,최다은,27,female,False,03,10,03,08,False,4,6,2,3,0,True,국제학부 영어데이터융합전공,7,1,13,24,96,92,7,28,False,,,
22000020,김도윤,28,male,False,23,08,,,True,0,6,3,7,1,False,국제학부 일어일문학전공,2,0,34,60,89,38,95,45,False,,,
24000011,송승현,21,male,True,01,10,,,True,7,4,1,2,1,True,자유전공학부,5,0,99,89,9,45,80,12,False,,,
22000021,강은서,22,female,False,02,08,22,07,False,1,0,1,5,0,False,자유전공학부,2,0,32,8,52,82,66,20,False,,,
24000012,안수아,20,female,False,01,09,,,True,0,0,2,4,1,False,국제학부 영어데이터융합전공,3,1,79,42,2,49,76,57,False,,,
17000011,이승현,21,male,True,22,10,23,07,False,3,3,3,6,1,True,국어국문학과,1,1,67,97,94,80,55,14,False,,,
20000015,이하윤,21,female,False,03,09,02,10,False,2,0,4,4,0,True,교육학과,6,1,11,74,30,41,46,48,False,,,
24000013,김승현,23,male,False,03,08,00,10,False,6,6,3,5,0,False,국제학부 일어일문학전공,2,0,100,54,31,58,46,23,False,,,
23000012,최시윤,22,male,True,02,06,,,True,2,2,3,5,1,False,역사학과,3,1,31,52,15,79,22,11,False,,,
20000016,김소윤,26,female,False,03,06,23,11,False,4,0,5,3,0,True,국어국문학과,6,1,74,43,46,50,84,74,False,,,
17000012,김윤서,20,female,True,23,10,02,11,False,4,2,4,4,1,True,국제학부 영어데이터융합전공,7,0,37,56,32,47,27,63,False,,,
17000013,김도윤,23,male,False,02,09,03,09,False,5,0,2,1,1,False,국제학부 영어데이터융합전공,3,1,44,21,41,11,83,91,False,,,
17000014,한예은,24,female,False,00,11,23,08,False,5,1,5,1,0,False,국어국문학과,4,1,37,1,27,94,32,9,False,,,
18000016,이서윤,23,female,False,00,08,03,08,False,4,5,4,4,1,False,국제학부 중국통상학전공,1,1,80,7,29,45,41,53,False,,,
22000022,조채원,21,female,False,01,11,,,True,3,1,4,2,1,True,자유전공학부,6,1,14,46,52,49,19,15,False,,,
20000017,고재윤,24,male,True,01,10,,,True,7,4,2,6,0,True,국제학부 영어데이터융합전공,2,1,1,44,48,73,14,11,False,,,
24000014,고은우,24,male,False,23,10,03,07,False,1,3,4,2,1,True,국제학부 중국통상학전공,5,1,93,23,66,41,80,5,False,,,
19000017,최지후,21,male,False,03,10,,,True,7,6,4,5,0,True,국제학부 중국통상학전공,6,0,72,50,14,74,77,10,False,,,
20000018,김서연,21,female,False,22,10,01,10,False,5,3,5,3,1,True,국제학부 영어데이터융합전공,5,1,82,29,55,56,17,45,False,,,
25000016,오채원,21,female,True,22,06,,,True,4,1,1,7,1,False,국제학부 영어데이터융합전공,5,1,58,88,100,4,50,48,False,,,
19000018,문유준,21,male,True,22,07,02,11,False,5,5,3,5,0,False,국제학부 일어일문학전공,4,0,90,15,8,75,52,86,False,,,
22000023,김지우,26,female,True,02,11,01,07,False,6,5,3,1,0,True,국어국문학과,2,1,27,55,17,71,26,62,False,,,
25000017,이민수,20,male,False,22,06,22,07,False,2,3,1,3,0,True,자유전공학부,2,0,3,0,66,43,27,72,False,,,
18000017,김지민,23,female,True,00,11,22,11,False,5,2,5,4,1,True,국제학부 영어데이터융합전공,3,0,84,93,7,43,70,14,False,,,
22000024,서건우,28,male,False,23,11,01,09,False,7,1,4,6,0,True,자유전공학부,1,0,2,33,31,41,36,66,False,,,
21000021,김민서,24,female,False,02,08,03,07,False,6,0,5,2,0,True,국어국문학과,4,1,100,45,91,93,57,54,False,,,
19000019,김현우,26,male,False,01,09,,,True,2,7,2,5,1,True,자유전공학부,7,1,75,20,29,72,5,9,False,,,
18000018,진윤서,28,female,False,22,10,03,07,False,0,7,3,2,1,False,국제학부 영어데이터융합전공,7,1,42,38,65,47,100,8,False,,,
21000022,이지우,20,female,False,00,06,03,08,False,5,6,2,7,0,False,국제학부 일어일문학전공,4,1,64,97,29,23,18,56,False,,,
23000013,김하윤,27,female,True,02,08,00,06,False,3,5,5,7,1,False,자유전공학부,3,0,86,9,80,53,76,47,False,,,
24000015,김서윤,21,female,False,23,08,23,07,False,0,5,3,2,0,True,교육학과,7,1,6,1,15,88,77,16,False,,,
19000020,윤민서,26,female,True,22,07,,,True,4,5,1,6,0,False,교육학과,7,0,40,82,79,98,85,0,False,,,
23000014,이대현,23,male,True,01,06,00,08,False,6,0,5,1,1,True,역사학과,5,1,63,65,43,82,80,0,False,,,
21000023,이시윤,24,male,False,22,09,,,True,3,5,1,6,0,False,자유전공학부,7,1,83,1,86,99,88,64,False,,,
20000019,강시윤,22,male,False,02,10,,,True,6,0,3,2,0,False,국어국문학과,4,0,52,65,12,64,0,57,False,,,
20000020,김유나,27,female,True,01,06,22,11,False,0,7,5,7,1,False,자유전공학부,6,1,79,11,80,99,97,2,False,,,
19000021,박소윤,21,female,False,01,07,,,True,1,1,3,6,1,True,국제학부 영어데이터융합전공,4,0,71,32,9,5,3,78,False,,,
21000024,김다은,22,female,False,02,10,01,11,False,1,7,5,6,0,True,국제학부 중국통상학전공,3,1,45,83,82,20,23,59,False,,,
25000018,김소윤,27,female,False,01,08,00,10,False,3,6,5,6,1,True,국어국문학과,1,1,87,59,8,93,42,71,False,,,
24000016,김수아,24,female,False,01,06,00,06,False,5,7,3,4,1,False,역사학과,7,1,24,29,67,47,34,95,False,,,
25000019,조시윤,27,male,False,23,10,01,08,False,5,0,4,1,0,False,역사학과,7,0,32,56,51,98,91,39,False,,,
21000025,강채원,25,female,False,03,11,03,06,False,2,5,4,5,1,True,역사학과,3,1,90,28,85,29,43,74,False,,,
22000025,문민준,24,male,True,03,07,23,07,False,2,5,1,7,1,False,자유전공학부,2,1,88,52,40,3,74,60,False,,,
22000026,김지민,21,female,True,22,08,,,True,0,2,1,1,1,False,국제학부 중국통상학전공,5,1,17,1,66,84,80,42,False,,,
17000015,김수아,21,female,True,01,06,00,06,False,0,3,3,5,0,True,자유전공학부,1,0,49,4,78,51,92,21,False,,,
20000021,김지후,22,male,True,00,08,23,09,False,4,2,1,2,0,True,자유전공학부,2,0,89,76,41,25,96,59,False,,,
24000017,고지우,21,female,False,01,09,02,10,False,6,3,2,7,1,True,국제학부 중국통상학전공,5,1,40,21,83,69,88,30,False,,,
24000018,이재윤,22,male,False,22,08,00,11,False,5,2,3,5,0,True,국제학부 중국통상학전공,2,1,80,55,38,46,54,54,False,,,
25000020,양은서,21,female,False,22,09,23,08,False,2,7,3,7,1,True,교육학과,1,0,19,7,57,65,65,14,False,,,
21000026,최도윤,24,male,False,00,09,,,True,6,0,2,6,0,False,국제학부 일어일문학전공,4,1,0,9,73,57,75,10,False,,,
19000022,이지민,23,female,True,02,07,,,True,3,3,1,4,0,True,역사학과,4,0,60,38,25,57,85,19,False,,,
25000021,조은우,20,male,True,03,09,02,07,False,1,4,3,3,1,False,교육학과,7,0,47,67,96,20,28,92,False,,,
17000016,김대현,25,male,True,22,06,,,True,5,7,4,6,0,False,국제학부 중국통상학전공,7,1,22,15,76,72,75,21,False,,,
23000015,황은서,24,female,False,03,08,02,06,False,2,1,1,1,0,True,국제학부 중국통상학전공,1,1,41,37,13,81,45,98,False,,,
25000022,강은우,24,male,False,01,07,,,True,0,5,4,4,0,True,국제학부 영어데이터융합전공,3,1,58,86,72,42,38,77,False,,,
22000027,이민준,28,male,False,03,07,,,True,2,7,3,5,1,True,역사학과,5,1,79,88,38,25,97,60,False,,,
25000023,김소윤,24,female,False,03,06,,,True,2,7,4,4,1,False,교육학과,5,1,91,2,77,3,99,67,False,,,
18000019,남대현,20,male,False,22,10,,,True,4,7,5,5,0,True,국어국문학과,4,1,6,17,9,14,23,75,False,,,
20000022,이지우,26,female,True,01,09,22,11,False,5,2,4,1,0,True,국제학부 일어일문학전공,6,0,99,40,28,6,80,38,False,,,
23000016,윤서준,21,male,False,03,07,00,10,False,0,6,3,5,0,True,국어국문학과,4,0,20,34,95,90,8,66,False,,,
24000019,최지민,28,female,False,23,09,01,09,False,5,2,4,4,1,True,국제학부 중국통상학전공,2,1,90,56,34,98,93,35,False,,,
18000020,송나연,26,female,False,22,11,01,07,False,5,4,5,6,1,True,자유전공학부,4,1,27,98,15,25,23,22,False,,,
21000027,이유나,23,female,True,00,06,22,06,False,5,7,5,5,1,False,자유전공학부,5,1,20,42,17,99,26,65,False,,,
22000028,박도윤,26,male,False,23,11,00,07,False,6,1,5,3,1,True,교육학과,1,0,81,26,1,48,51,100,False,,,
21000028,전지안,26,female,False,03,06,02,06,False,0,0,2,3,0,False,자유전공학부,2,0,91,86,27,33,5,78,False,,,
21000029,김지안,22,female,False,22,07,02,09,False,0,7,3,7,1,True,자유전공학부,4,1,33,40,46,8,26,83,False,,,
22000029,손서연,27,female,False,00,06,,,True,5,5,4,1,0,True,교육학과,7,0,15,41,91,40,28,73,False,,,
24000020,유서준,23,male,False,01,11,01,11,False,6,5,3,6,0,False,자유전공학부,7,1,27,16,25,86,45,65,False,,,
19000023,박지후,26,male,False,01,08,23,10,False,7,7,3,6,0,True,역사학과,3,1,49,75,56,44,42,70,False,,,
18000021,송승현,27,male,False,02,10,00,11,False,4,4,1,7,0,False,국제학부 중국통상학전공,7,0,13,64,0,77,61,7,False,,,
24000021,김예은,21,female,False,01,11,01,06,False,7,3,1,6,0,False,국제학부 영어데이터융합전공,7,0,89,85,57,82,14,31,False,,,
25000024,이민수,28,male,True,03,06,01,06,False,0,6,5,2,0,False,역사학과,4,0,99,70,38,6,27,87,False,,,
22000030,김민준,24,male,False,03,10,23,09,False,3,7,1,3,0,False,역사학과,7,0,27,46,24,73,90,93,False,,,
19000024,양서윤,23,female,False,02,09,22,09,False,7,6,4,2,0,True,교육학과,5,0,8,41,76,40,6,81,False,,,
24000022,윤하윤,27,female,False,03,07,23,09,False,2,7,2,3,0,False,자유전공학부,1,0,19,45,9,74,20,16,False,,,
23000017,민서윤,22,female,False,22,07,23,11,False,1,5,4,6,0,False,역사학과,6,1,25,20,54,61,72,82,False,,,
